"seqID","accessionNumber","blastHit","blastSpecies","gene","geneFamily","eValue","TPM","FPKM","assembler","output"
"TRINITY_DN24674_c0_g1::TRINITY_DN24674_c0_g1_i2::g.21887::m.21887","ETE72303.1_1","Opha Leucine-rich repeat-containing protein 34 ","Ophiophagus hannah","Leucine-rich repeat-containing protein 34 ","TBD",0,1.71,6.38,"Trinity","Merger"
"TRINITY_DN24674_c0_g1::TRINITY_DN24674_c0_g1_i3::g.21888::m.21888","ETE72303.1_1","Opha Leucine-rich repeat-containing protein 34 ","Ophiophagus hannah","Leucine-rich repeat-containing protein 34 ","TBD",0,18.1,67.48,"Trinity","Merger"
"TRINITY_DN24677_c0_g2::TRINITY_DN24677_c0_g2_i1::g.21875::m.21875","ETE61284.1_1","Opha Oral cancer-overexpressed protein 1  ","Ophiophagus hannah","Oral cancer-overexpressed protein 1  ","TBD",3.65e-134,6.48,24.16,"Trinity","Merger"
"TRINITY_DN24678_c0_g1::TRINITY_DN24678_c0_g1_i1::g.21862::m.21862","gi|752779084|gb|GBSH01001917.1|","TSA: Boiga irregularis Birre_PbKingCatTL transcribed RNA sequence","Boiga irregularis","PbKingCatTL transcribed RNA sequence","TBD",0,3.15,11.73,"Trinity","Merger"
"TRINITY_DN2467_c0_g2::TRINITY_DN2467_c0_g2_i4::g.22372::m.22372","gi|752780119|gb|GBSH01001402.1|","TSA: Boiga irregularis Birre_KELCH4 transcribed RNA sequence","Boiga irregularis","KELCH4 transcribed RNA sequence","TBD",0,5.48,20.42,"Trinity","Merger"
"TRINITY_DN24684_c0_g1::TRINITY_DN24684_c0_g1_i1::g.21898::m.21898","ETE73475.1_1","Opha Nucleolar pre-ribosomal-associated protein 1  ","Ophiophagus hannah","Nucleolar pre-ribosomal-associated protein 1  ","TBD",0,5.54,20.63,"Trinity","Merger"
"TRINITY_DN24686_c0_g1::TRINITY_DN24686_c0_g1_i3::g.21876::m.21876",NA,NA,NA,NA,NA,NA,25.18,93.88,"Trinity","Merger"
"TRINITY_DN2468_c0_g1::TRINITY_DN2468_c0_g1_i2::g.22493::m.22493","gi|752778828|gb|GBSH01002045.1|","TSA: Boiga irregularis Birre_PPI4Kind2b transcribed RNA sequence","Boiga irregularis","PPI4Kind2b transcribed RNA sequence","TBD",0,2.14,7.96,"Trinity","Merger"
"TRINITY_DN24694_c0_g1::TRINITY_DN24694_c0_g1_i1::g.21899::m.21899","ETE64513.1_1","Opha E3 ubiquitin-protein ligase RFWD3  ","Ophiophagus hannah","E3 ubiquitin-protein ligase RFWD3  ","TBD",4.01e-152,0,0,"Trinity","Merger"
"TRINITY_DN24698_c0_g1::TRINITY_DN24698_c0_g1_i1::g.21879::m.21879","gi|752776429|gb|GBSH01003141.1|","TSA: Boiga irregularis Birre_WD70 transcribed RNA sequence","Boiga irregularis","WD70 transcribed RNA sequence","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN24698_c0_g1::TRINITY_DN24698_c0_g1_i2::g.21878::m.21878","gi|752776429|gb|GBSH01003141.1|","TSA: Boiga irregularis Birre_WD70 transcribed RNA sequence","Boiga irregularis","WD70 transcribed RNA sequence","TBD",0,3.54,13.18,"Trinity","Merger"
"TRINITY_DN2469_c0_g1::TRINITY_DN2469_c0_g1_i6::g.22541::m.22541","gi|699234192|gb|GBSI01001285.1|","Htorq_LOC541425 transcribed RNA sequence","Hypsiglena sp","LOC541425 transcribed RNA sequence","TBD",3.62e-148,2.59,9.64,"Trinity","Merger"
"TRINITY_DN246_c0_g1::TRINITY_DN246_c0_g1_i1::g.7665::m.7665","ETE65958.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",7.19e-61,17.23,64.21,"Trinity","Merger"
"TRINITY_DN24704_c0_g2::TRINITY_DN24704_c0_g2_i4::g.10554::m.10554",NA,NA,NA,NA,NA,NA,2.58,9.63,"Trinity","Merger"
"TRINITY_DN24705_c0_g1::TRINITY_DN24705_c0_g1_i1::g.10549::m.10549","gi|752779360|gb|GBSH01001780.1|","TSA: Boiga irregularis Birre_NEDD8E1Iso1 transcribed RNA sequence","Boiga irregularis","NEDD8E1Iso1 transcribed RNA sequence","TBD",0,2.5,9.34,"Trinity","Merger"
"TRINITY_DN2470_c0_g1::TRINITY_DN2470_c0_g1_i1::g.22481::m.22481","gi|752777346|gb|GBSH01002714.1|","TSA: Boiga irregularis Birre_Tetraphosphatase transcribed RNA sequence","Boiga irregularis","Tetraphosphatase transcribed RNA sequence","TBD",0,39.04,145.52,"Trinity","Merger"
"TRINITY_DN24712_c0_g1::TRINITY_DN24712_c0_g1_i1::g.10539::m.10539","ETE57979.1_1","Opha Dynein heavy chain 2, axonemal  ","Ophiophagus hannah","Dynein heavy chain 2, axonemal  ","TBD",4.62e-153,2.56,9.55,"Trinity","Merger"
"TRINITY_DN24713_c0_g1::TRINITY_DN24713_c0_g1_i1::g.10537::m.10537",NA,NA,NA,NA,NA,NA,3.31,12.35,"Trinity","Merger"
"TRINITY_DN24727_c0_g1::TRINITY_DN24727_c0_g1_i1::g.10536::m.10536",NA,NA,NA,NA,NA,NA,0.98,3.65,"Trinity","Merger"
"TRINITY_DN24728_c0_g1::TRINITY_DN24728_c0_g1_i2::g.10547::m.10547","gi|752776708|gb|GBSH01003012.1|","TSA: Boiga irregularis Birre_UbiqLig-MARCH6 transcribed RNA sequence","Boiga irregularis","UbiqLig-MARCH6 transcribed RNA sequence","TBD",0,2.1,7.81,"Trinity","Merger"
"TRINITY_DN2472_c0_g1::TRINITY_DN2472_c0_g1_i1::g.22485::m.22485",NA,NA,NA,NA,NA,NA,20.39,76.02,"Trinity","Merger"
"TRINITY_DN2472_c0_g1::TRINITY_DN2472_c0_g1_i5::g.22484::m.22484",NA,NA,NA,NA,NA,NA,22.43,83.6,"Trinity","Merger"
"TRINITY_DN24732_c0_g1::TRINITY_DN24732_c0_g1_i1::g.10556::m.10556","ETE63592.1_1","Opha Leucine-rich repeat-containing protein 18  ","Ophiophagus hannah","Leucine-rich repeat-containing protein 18  ","TBD",0,4.74,17.69,"Trinity","Merger"
"TRINITY_DN24733_c0_g1::TRINITY_DN24733_c0_g1_i1::g.10542::m.10542","ETE71806.1_1","Opha Tetratricopeptide repeat protein 37  ","Ophiophagus hannah","Tetratricopeptide repeat protein 37  ","TBD",2.52e-140,1.97,7.33,"Trinity","Merger"
"TRINITY_DN24737_c0_g1::TRINITY_DN24737_c0_g1_i1::g.10546::m.10546",NA,NA,NA,NA,NA,NA,0.96,3.59,"Trinity","Merger"
"TRINITY_DN2473_c0_g1::TRINITY_DN2473_c0_g1_i12::g.22353::m.22353","ETE68278.1_1","Opha Nicotinamide riboside kinase 1  ","Ophiophagus hannah","Nicotinamide riboside kinase 1  ","TBD",0,5.79,21.6,"Trinity","Merger"
"TRINITY_DN24746_c0_g1::TRINITY_DN24746_c0_g1_i1::g.10553::m.10553","ETE66201.1_1","Opha Histone-lysine N-methyltransferase MLL3  ","Ophiophagus hannah","Histone-lysine N-methyltransferase MLL3  ","TBD",1.12e-142,1.5,5.6,"Trinity","Merger"
"TRINITY_DN2474_c0_g1::TRINITY_DN2474_c0_g1_i1::g.22391::m.22391",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN2474_c0_g1::TRINITY_DN2474_c0_g1_i2::g.22390::m.22390",NA,NA,NA,NA,NA,NA,2.51,9.34,"Trinity","Merger"
"TRINITY_DN24757_c0_g1::TRINITY_DN24757_c0_g1_i1::g.10550::m.10550","gi|752780315|gb|GBSH01001307.1|","TSA: Boiga irregularis Birre_HMGCoASyn transcribed RNA sequence","Boiga irregularis","HMGCoASyn transcribed RNA sequence","TBD",0,5.69,21.21,"Trinity","Merger"
"TRINITY_DN2475_c0_g1::TRINITY_DN2475_c0_g1_i1::g.22422::m.22422","gi|752776423|gb|GBSH01003144.1|","TSA: Boiga irregularis Birre_WDrptPI4 transcribed RNA sequence","Boiga irregularis","WDrptPI4 transcribed RNA sequence","TBD",0,5.38,20.07,"Trinity","Merger"
"TRINITY_DN24760_c0_g1::TRINITY_DN24760_c0_g1_i1::g.10543::m.10543","ETE71961.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",0,6.5,24.22,"Trinity","Merger"
"TRINITY_DN24761_c0_g1::TRINITY_DN24761_c0_g1_i1::g.10538::m.10538","ETE71298.1_1","Opha Rho guanine nucleotide exchange factor 7  ","Ophiophagus hannah","Rho guanine nucleotide exchange factor 7  ","TBD",0,1.2,4.46,"Trinity","Merger"
"TRINITY_DN24769_c0_g2::TRINITY_DN24769_c0_g2_i1::g.10545::m.10545","gi|387016427|gb|JU174807.1|","TSA: Crotalus adamanteus Cadam_HSP90-Cdc37, mRNA sequence","Crotalus adamanteus","HSP90-Cdc37, mRNA sequence","TBD",0,1.16,4.32,"Trinity","Merger"
"TRINITY_DN2476_c0_g1::TRINITY_DN2476_c0_g1_i3::g.22476::m.22476","gi|699235862|gb|GBSI01000450.1|","Htorq_CarbEzrin2 transcribed RNA sequence","Hypsiglena sp","CarbEzrin2 transcribed RNA sequence","TBD",0,14.6,54.42,"Trinity","Merger"
"TRINITY_DN2476_c0_g1::TRINITY_DN2476_c0_g1_i7::g.22477::m.22477","gi|699235862|gb|GBSI01000450.1|","Htorq_CarbEzrin2 transcribed RNA sequence","Hypsiglena sp","CarbEzrin2 transcribed RNA sequence","TBD",0,1.9,7.09,"Trinity","Merger"
"TRINITY_DN24770_c0_g1::TRINITY_DN24770_c0_g1_i1::g.10552::m.10552","ETE67709.1_1","Opha E3 ubiquitin-protein ligase MARCH3  ","Ophiophagus hannah","E3 ubiquitin-protein ligase MARCH3  ","TBD",0,6.03,22.47,"Trinity","Merger"
"TRINITY_DN24775_c0_g1::TRINITY_DN24775_c0_g1_i1::g.10551::m.10551","ETE73169.1_1","Opha Intersectin-1  ","Ophiophagus hannah","Intersectin-1  ","TBD",2.41e-164,0,0,"Trinity","Merger"
"TRINITY_DN2477_c0_g1::TRINITY_DN2477_c0_g1_i2::g.22463::m.22463",NA,NA,NA,NA,NA,NA,5.08,18.93,"Trinity","Merger"
"TRINITY_DN24781_c0_g2::TRINITY_DN24781_c0_g2_i1::g.10544::m.10544","ETE71630.1_1","Opha Squamous cell carcinoma antigen recognized by T-cells 3  ","Ophiophagus hannah","Squamous cell carcinoma antigen recognized by T-cells 3  ","TBD",7.85e-180,0.47,1.74,"Trinity","Merger"
"TRINITY_DN2478_c0_g1::TRINITY_DN2478_c0_g1_i2::g.22502::m.22502","gi|699235826|gb|GBSI01000468.1|","Htorq_Caspase9 transcribed RNA sequence","Hypsiglena sp","Caspase9 transcribed RNA sequence","TBD",0,4.1,15.3,"Trinity","Merger"
"TRINITY_DN2478_c0_g1::TRINITY_DN2478_c0_g1_i4::g.22498::m.22498","gi|699235826|gb|GBSI01000468.1|","Htorq_Caspase9 transcribed RNA sequence","Hypsiglena sp","Caspase9 transcribed RNA sequence","TBD",2.79e-134,7.92,29.53,"Trinity","Merger"
"TRINITY_DN2479_c0_g1::TRINITY_DN2479_c0_g1_i2::g.22411::m.22411",NA,NA,NA,NA,NA,NA,11.01,41.06,"Trinity","Merger"
"TRINITY_DN247_c1_g1::TRINITY_DN247_c1_g1_i11::g.7980::m.7980","gi|752781055|gb|GBSH01000947.1|","TSA: Boiga irregularis Birre_EFHandCa1 transcribed RNA sequence","Boiga irregularis","EFHandCa1 transcribed RNA sequence","TBD",0,14.14,52.7,"Trinity","Merger"
"TRINITY_DN247_c1_g1::TRINITY_DN247_c1_g1_i6::g.7981::m.7981",NA,NA,NA,NA,NA,NA,2.36,8.81,"Trinity","Merger"
"TRINITY_DN247_c1_g1::TRINITY_DN247_c1_g1_i7::g.7979::m.7979","gi|752781055|gb|GBSH01000947.1|","TSA: Boiga irregularis Birre_EFHandCa1 transcribed RNA sequence","Boiga irregularis","EFHandCa1 transcribed RNA sequence","TBD",1.42e-158,3.01,11.21,"Trinity","Merger"
"TRINITY_DN247_c1_g2::TRINITY_DN247_c1_g2_i1::g.7984::m.7984","ETE68581.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",0,26.38,98.35,"Trinity","Merger"
"TRINITY_DN24801_c0_g1::TRINITY_DN24801_c0_g1_i1::g.10744::m.10744","gi|537464693|gb|GAEP01000662.1|","TSA: Micrurus fulvius Mfulv_Golgi-GCP60 mRNA sequence","Micrurus fulvius","Golgi-GCP60 mRNA sequence","TBD",3.9e-127,0,0,"Trinity","Merger"
"TRINITY_DN24807_c0_g1::TRINITY_DN24807_c0_g1_i1::g.10760::m.10760","ETE60105.1_1","Opha DNA replication licensing factor MCM7 ","Ophiophagus hannah","DNA replication licensing factor MCM7 ","TBD",0,3.14,11.7,"Trinity","Merger"
"TRINITY_DN2480_c0_g1::TRINITY_DN2480_c0_g1_i1::g.22373::m.22373","gi|752781426|gb|GBSH01000771.1|","TSA: Boiga irregularis Birre_Cystatin transcribed RNA sequence","Boiga irregularis","Cystatin transcribed RNA sequence","Cystatin",0,38.75,144.46,"Trinity","Merger"
"TRINITY_DN24810_c0_g1::TRINITY_DN24810_c0_g1_i1::g.10753::m.10753","ETE67365.1_1","Opha Prospero homeobox protein 2  ","Ophiophagus hannah","Prospero homeobox protein 2  ","TBD",6.39e-156,0.45,1.68,"Trinity","Merger"
"TRINITY_DN2481_c0_g1::TRINITY_DN2481_c0_g1_i3::g.22462::m.22462","ETE73207.1_1","Opha Phenylalanyl-tRNA synthetase alpha chain ","Ophiophagus hannah","Phenylalanyl-tRNA synthetase alpha chain ","TBD",0,3.77,14.06,"Trinity","Merger"
"TRINITY_DN24820_c0_g1::TRINITY_DN24820_c0_g1_i1::g.10733::m.10733","ETE68344.1_1","Opha Amiloride-sensitive sodium channel subunit beta ","Ophiophagus hannah","Amiloride-sensitive sodium channel subunit beta ","TBD",0,2.74,10.2,"Trinity","Merger"
"TRINITY_DN24823_c0_g1::TRINITY_DN24823_c0_g1_i1::g.10755::m.10755","ETE61123.1_1","Opha Amyloid beta A4 precursor protein-binding family A member 1  ","Ophiophagus hannah","Amyloid beta A4 precursor protein-binding family A member 1  ","TBD",6.55e-145,1.58,5.91,"Trinity","Merger"
"TRINITY_DN24824_c0_g1::TRINITY_DN24824_c0_g1_i1::g.10754::m.10754","ETE67846.1_1","Opha Dynein heavy chain 9, axonemal ","Ophiophagus hannah","Dynein heavy chain 9, axonemal ","TBD",1.2e-142,0,0,"Trinity","Merger"
"TRINITY_DN24829_c0_g1::TRINITY_DN24829_c0_g1_i1::g.10747::m.10747","ETE59493.1_1","Opha F-box/LRR-repeat protein 2 ","Ophiophagus hannah","F-box/LRR-repeat protein 2 ","TBD",0,5.33,19.86,"Trinity","Merger"
"TRINITY_DN2482_c0_g1::TRINITY_DN2482_c0_g1_i3::g.22378::m.22378","gi|537463121|gb|GAEP01000943.1|","TSA: Micrurus fulvius Mfulv_MortalityFac4-1-1 mRNA sequence","Micrurus fulvius","MortalityFac4-1-1 mRNA sequence","TBD",0,19.23,71.68,"Trinity","Merger"
"TRINITY_DN2482_c0_g1::TRINITY_DN2482_c0_g1_i4::g.22379::m.22379",NA,NA,NA,NA,NA,NA,3.49,13.01,"Trinity","Merger"
"TRINITY_DN2482_c0_g2::TRINITY_DN2482_c0_g2_i1::g.22383::m.22383",NA,NA,NA,NA,NA,NA,7.01,26.12,"Trinity","Merger"
"TRINITY_DN2482_c0_g2::TRINITY_DN2482_c0_g2_i2::g.22380::m.22380",NA,NA,NA,NA,NA,NA,3.16,11.79,"Trinity","Merger"
"TRINITY_DN24831_c0_g1::TRINITY_DN24831_c0_g1_i1::g.10749::m.10749",NA,NA,NA,NA,NA,NA,5.09,18.99,"Trinity","Merger"
"TRINITY_DN24834_c0_g1::TRINITY_DN24834_c0_g1_i1::g.10736::m.10736","ETE63003.1_1","Opha Scaffold attachment factor B1 ","Ophiophagus hannah","Scaffold attachment factor B1 ","TBD",1.14e-128,0,0,"Trinity","Merger"
"TRINITY_DN24834_c0_g1::TRINITY_DN24834_c0_g1_i3::g.10737::m.10737","ETE63003.1_1","Opha Scaffold attachment factor B1 ","Ophiophagus hannah","Scaffold attachment factor B1 ","TBD",1.2e-128,1.94,7.22,"Trinity","Merger"
"TRINITY_DN24834_c0_g1::TRINITY_DN24834_c0_g1_i4::g.10740::m.10740","ETE63003.1_1","Opha Scaffold attachment factor B1 ","Ophiophagus hannah","Scaffold attachment factor B1 ","TBD",0,4.23,15.76,"Trinity","Merger"
"TRINITY_DN24834_c1_g1::TRINITY_DN24834_c1_g1_i3::g.10743::m.10743","gi|752779748|gb|GBSH01001587.1|","TSA: Boiga irregularis Methyltransferase-21A transcribed RNA sequence","Boiga irregularis","Methyltransferase-21A transcribed RNA sequence","TBD",0,9.13,34.03,"Trinity","Merger"
"TRINITY_DN2483_c1_g2::TRINITY_DN2483_c1_g2_i4::g.22392::m.22392",NA,NA,NA,NA,NA,NA,6.98,26.03,"Trinity","Merger"
"TRINITY_DN24842_c0_g1::TRINITY_DN24842_c0_g1_i1::g.10763::m.10763","gi|752780815|gb|GBSH01001061.1|","TSA: Boiga irregularis Birre_FAM83H transcribed RNA sequence","Boiga irregularis","FAM83H transcribed RNA sequence","TBD",0,1.21,4.52,"Trinity","Merger"
"TRINITY_DN24847_c0_g1::TRINITY_DN24847_c0_g1_i1::g.10764::m.10764",NA,NA,NA,NA,NA,NA,2.69,10.01,"Trinity","Merger"
"TRINITY_DN24848_c0_g1::TRINITY_DN24848_c0_g1_i1::g.10745::m.10745",NA,NA,NA,NA,NA,NA,0.81,3.04,"Trinity","Merger"
"TRINITY_DN2484_c0_g1::TRINITY_DN2484_c0_g1_i3::g.22377::m.22377","ETE72405.1_1","Opha 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-4  ","Ophiophagus hannah","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-4  ","TBD",0,2.5,9.32,"Trinity","Merger"
"TRINITY_DN24852_c0_g1::TRINITY_DN24852_c0_g1_i1::g.10748::m.10748","ETE57989.1_1","Opha Wolframin  ","Ophiophagus hannah","Wolframin  ","TBD",9.5e-34,0,0,"Trinity","Merger"
"TRINITY_DN24862_c0_g1::TRINITY_DN24862_c0_g1_i1::g.10732::m.10732","ETE65720.1_1","Opha RING finger and SPRY domain-containing protein 1 ","Ophiophagus hannah","RING finger and SPRY domain-containing protein 1 ","TBD",0,1.62,6.03,"Trinity","Merger"
"TRINITY_DN24867_c0_g1::TRINITY_DN24867_c0_g1_i1::g.10767::m.10767","gi|752778066|gb|GBSH01002408.1|","TSA: Boiga irregularis Birre_Ryncolin3 transcribed RNA sequence","Boiga irregularis","Ryncolin3 transcribed RNA sequence","TBD",1.11e-117,0.84,3.12,"Trinity","Merger"
"TRINITY_DN24868_c0_g1::TRINITY_DN24868_c0_g1_i1::g.10762::m.10762","ETE58168.1_1","Opha Jouberin  ","Ophiophagus hannah","Jouberin  ","TBD",2.52e-47,1.46,5.45,"Trinity","Merger"
"TRINITY_DN2486_c0_g1::TRINITY_DN2486_c0_g1_i1::g.22319::m.22319","gi|699236213|gb|GBSI01000274.1|","Htorq_ASNA1 transcribed RNA sequence","Hypsiglena sp","ASNA1 transcribed RNA sequence","TBD",0,5.45,20.33,"Trinity","Merger"
"TRINITY_DN24875_c0_g1::TRINITY_DN24875_c0_g1_i1::g.10757::m.10757","gi|537462491|gb|GAEP01001087.1|","TSA: Micrurus fulvius Mfulv_PDS5-a mRNA sequence","Micrurus fulvius","PDS5-a mRNA sequence","TBD",0,1.2,4.46,"Trinity","Merger"
"TRINITY_DN24875_c0_g2::TRINITY_DN24875_c0_g2_i1::g.10759::m.10759","ETE71383.1_1","Opha Sister chromatid cohesion protein PDS5-like A  ","Ophiophagus hannah","Sister chromatid cohesion protein PDS5-like A  ","TBD",0,2.03,7.58,"Trinity","Merger"
"TRINITY_DN24875_c0_g2::TRINITY_DN24875_c0_g2_i2::g.10758::m.10758","ETE71383.1_1","Opha Sister chromatid cohesion protein PDS5-like A  ","Ophiophagus hannah","Sister chromatid cohesion protein PDS5-like A  ","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN24879_c0_g1::TRINITY_DN24879_c0_g1_i1::g.10761::m.10761","gi|752781858|gb|GBSH01000567.1|","TSA: Boiga irregularis Birre_CASP-b transcribed RNA sequence","Boiga irregularis","CASP-b transcribed RNA sequence","TBD",1.31e-132,0,0,"Trinity","Merger"
"TRINITY_DN2487_c0_g1::TRINITY_DN2487_c0_g1_i7::g.22414::m.22414","gi|752780589|gb|GBSH01001174.1|","TSA: Boiga irregularis Birre_Gly3Phos transcribed RNA sequence","Boiga irregularis","Gly3Phos transcribed RNA sequence","TBD",0,7.78,29.01,"Trinity","Merger"
"TRINITY_DN24883_c0_g2::TRINITY_DN24883_c0_g2_i1::g.10770::m.10770","ETE66912.1_1","Opha F-box/WD repeat-containing protein 12 ","Ophiophagus hannah","F-box/WD repeat-containing protein 12 ","TBD",0,1.39,5.19,"Trinity","Merger"
"TRINITY_DN24883_c0_g3::TRINITY_DN24883_c0_g3_i3::g.10771::m.10771","ETE73459.1_1","Opha Leucine-rich repeat-containing protein 56 ","Ophiophagus hannah","Leucine-rich repeat-containing protein 56 ","TBD",0,1.47,5.48,"Trinity","Merger"
"TRINITY_DN24889_c0_g1::TRINITY_DN24889_c0_g1_i1::g.10746::m.10746",NA,NA,NA,NA,NA,NA,2.12,7.9,"Trinity","Merger"
"TRINITY_DN24893_c0_g1::TRINITY_DN24893_c0_g1_i1::g.10769::m.10769","ETE73828.1_1","Opha Pre-mRNA-splicing factor SYF1  ","Ophiophagus hannah","Pre-mRNA-splicing factor SYF1  ","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN24894_c0_g3::TRINITY_DN24894_c0_g3_i1::g.10768::m.10768","ETE64741.1_1","Opha TIP41-like protein  ","Ophiophagus hannah","TIP41-like protein  ","TBD",0,3.16,11.79,"Trinity","Merger"
"TRINITY_DN24895_c0_g1::TRINITY_DN24895_c0_g1_i1::g.10752::m.10752",NA,NA,NA,NA,NA,NA,2.72,10.12,"Trinity","Merger"
"TRINITY_DN24896_c0_g1::TRINITY_DN24896_c0_g1_i1::g.10750::m.10750","ETE56403.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",1.77e-38,3.45,12.84,"Trinity","Merger"
"TRINITY_DN248_c0_g1::TRINITY_DN248_c0_g1_i2::g.7760::m.7760","gi|752777781|gb|GBSH01002523.1|","TSA: Boiga irregularis Birre_Sfrs5 transcribed RNA sequence","Boiga irregularis","Sfrs5 transcribed RNA sequence","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN248_c0_g1::TRINITY_DN248_c0_g1_i7::g.7750::m.7750","ETE72935.1_1","Opha Serine/arginine-rich splicing factor 5  ","Ophiophagus hannah","Serine/arginine-rich splicing factor 5  ","TBD",0,94.42,351.96,"Trinity","Merger"
"TRINITY_DN24900_c0_g1::TRINITY_DN24900_c0_g1_i1::g.10765::m.10765","ETE72862.1_1","Opha Poliovirus receptor-related protein 3  ","Ophiophagus hannah","Poliovirus receptor-related protein 3  ","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN24900_c0_g1::TRINITY_DN24900_c0_g1_i2::g.10766::m.10766","ETE72862.1_1","Opha Poliovirus receptor-related protein 3  ","Ophiophagus hannah","Poliovirus receptor-related protein 3  ","TBD",0,2.68,9.99,"Trinity","Merger"
"TRINITY_DN2490_c0_g1::TRINITY_DN2490_c0_g1_i1::g.22334::m.22334","gi|521754529|gb|GAAZ01002329.1|","TSA: Crotalus horridus Chorr_SETD8 mRNA sequence","Crotalus horridus","SETD8 mRNA sequence","TBD",1.34e-43,2.75,10.26,"Trinity","Merger"
"TRINITY_DN2490_c0_g2::TRINITY_DN2490_c0_g2_i1::g.22336::m.22336","ETE56966.1_1","Opha GTPase IMAP family member 2 ","Ophiophagus hannah","GTPase IMAP family member 2 ","TBD",3.92e-48,20.2,75.29,"Trinity","Merger"
"TRINITY_DN2490_c0_g2::TRINITY_DN2490_c0_g2_i2::g.22337::m.22337","gi|752781286|gb|GBSH01000841.1|","TSA: Boiga irregularis Birre_DensityRegulated transcribed RNA sequence","Boiga irregularis","DensityRegulated transcribed RNA sequence","TBD",0,24.96,93.06,"Trinity","Merger"
"TRINITY_DN24914_c0_g1::TRINITY_DN24914_c0_g1_i1::g.29224::m.29224","gi|387015981|gb|JU174584.1|","TSA: Crotalus adamanteus Cadam_FKBP7, mRNA sequence","Crotalus adamanteus","FKBP7, mRNA sequence","TBD",2.49e-149,1.36,5.07,"Trinity","Merger"
"TRINITY_DN2491_c0_g1::TRINITY_DN2491_c0_g1_i5::g.22508::m.22508",NA,NA,NA,NA,NA,NA,1.57,5.85,"Trinity","Merger"
"TRINITY_DN24929_c0_g1::TRINITY_DN24929_c0_g1_i1::g.29220::m.29220","ETE55907.1_1","Opha Protocadherin gamma-B7  ","Ophiophagus hannah","Protocadherin gamma-B7  ","TBD",5.48e-126,0,0,"Trinity","Merger"
"TRINITY_DN2492_c0_g1::TRINITY_DN2492_c0_g1_i3::g.22311::m.22311","ETE70998.1_1","Opha SURP and G-patch domain-containing protein 1  ","Ophiophagus hannah","SURP and G-patch domain-containing protein 1  ","TBD",3.43e-72,2.34,8.73,"Trinity","Merger"
"TRINITY_DN2492_c1_g1::TRINITY_DN2492_c1_g1_i1::g.22314::m.22314","ETE59456.1_1","Opha Regulator of G-protein signaling 3  ","Ophiophagus hannah","Regulator of G-protein signaling 3  ","TBD",1.05e-110,2.15,8.03,"Trinity","Merger"
"TRINITY_DN2492_c1_g1::TRINITY_DN2492_c1_g1_i2::g.22313::m.22313","ETE59456.1_1","Opha Regulator of G-protein signaling 3  ","Ophiophagus hannah","Regulator of G-protein signaling 3  ","TBD",9.85e-111,0,0,"Trinity","Merger"
"TRINITY_DN2492_c2_g3::TRINITY_DN2492_c2_g3_i1::g.22316::m.22316","ETE72679.1_1","Opha La-related protein 6  ","Ophiophagus hannah","La-related protein 6  ","TBD",1.22e-107,4.08,15.2,"Trinity","Merger"
"TRINITY_DN24935_c0_g1::TRINITY_DN24935_c0_g1_i1::g.29212::m.29212",NA,NA,NA,NA,NA,NA,1.9,7.09,"Trinity","Merger"
"TRINITY_DN24939_c0_g1::TRINITY_DN24939_c0_g1_i1::g.29211::m.29211",NA,NA,NA,NA,NA,NA,2.67,9.94,"Trinity","Merger"
"TRINITY_DN2493_c0_g1::TRINITY_DN2493_c0_g1_i1::g.22440::m.22440","gi|752778230|gb|GBSH01002330.1|","TSA: Boiga irregularis Birre_RpL21 transcribed RNA sequence","Boiga irregularis","RpL21 transcribed RNA sequence","TBD",0,1576.74,5877.58,"Trinity","Merger"
"TRINITY_DN24948_c0_g1::TRINITY_DN24948_c0_g1_i1::g.29215::m.29215","ETE58406.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",9.09e-41,1.9,7.08,"Trinity","Merger"
"TRINITY_DN24949_c0_g1::TRINITY_DN24949_c0_g1_i1::g.29225::m.29225",NA,NA,NA,NA,NA,NA,3.48,12.98,"Trinity","Merger"
"TRINITY_DN2494_c0_g1::TRINITY_DN2494_c0_g1_i1::g.22322::m.22322","gi|752781594|gb|GBSH01000687.1|","TSA: Boiga irregularis Birre_CoagDef2 transcribed RNA sequence","Boiga irregularis","CoagDef2 transcribed RNA sequence","TBD",0,10.73,39.99,"Trinity","Merger"
"TRINITY_DN2494_c0_g2::TRINITY_DN2494_c0_g2_i2::g.22327::m.22327","ETE60142.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",0,4.43,16.5,"Trinity","Merger"
